connection	op	table	params
virtual-998	MERGE	txn2	248	248	"6"	"6"
virtual-1002	SELECT	txn0	246
virtual-999	SELECT	txn0	243
virtual-1002	SELECT	txn2	248
virtual-999	MERGE	txn1	216	216	"8"	"8"
virtual-1000	SELECT	txn0	246
virtual-1001	SELECT	txn2	248
virtual-1003	MERGE	txn2	248	248	"8"	"8"
virtual-1004	MERGE	txn0	243	243	"5"	"5"
virtual-1005	SELECT	txn2	248
virtual-1004	MERGE	txn0	246	246	"5"	"5"
virtual-1000	SELECT	txn2	248
virtual-1006	SELECT	txn2	248
virtual-1009	SELECT	txn2	249
virtual-1007	SELECT	txn0	246
virtual-1012	MERGE	txn1	250	250	"1"	"1"
virtual-1009	SELECT	txn2	249
virtual-1008	MERGE	txn0	243	243	"6"	"6"
virtual-1009	MERGE	txn2	249	249	"1"	"1"
virtual-1011	MERGE	txn0	246	246	"8"	"8"
virtual-1010	MERGE	txn0	243	243	"7"	"7"
virtual-1008	SELECT	txn0	246
virtual-1013	MERGE	txn0	243	243	"8"	"8"
virtual-1012	SELECT	txn2	249
virtual-1014	SELECT	txn2	249
virtual-1014	SELECT	txn2	249
virtual-1011	SELECT	txn1	250
virtual-1015	SELECT	txn2	249
virtual-1015	SELECT	txn2	249
virtual-1008	SELECT	txn2	249
virtual-1012	SELECT	txn1	250
virtual-1014	MERGE	txn2	249	249	"4"	"4"
virtual-1015	MERGE	txn2	249	249	"5"	"5"
virtual-1012	MERGE	txn2	249	249	"2"	"2"
virtual-1008	MERGE	txn0	246	246	"6"	"6"
virtual-1016	MERGE	txn2	249	249	"6"	"6"
virtual-1017	MERGE	txn2	251	251	"1"	"1"
virtual-1019	SELECT	txn2	252
virtual-1018	SELECT	txn2	252
virtual-1021	SELECT	txn1	250
virtual-1018	MERGE	txn2	252	252	"1"	"1"
virtual-1020	SELECT	txn1	250
virtual-1016	SELECT	txn2	249
virtual-1016	MERGE	txn2	249	249	"7"	"7"
virtual-1016	MERGE	txn2	249	249	"8"	"8"
virtual-1023	MERGE	txn2	252	252	"2"	"2"
virtual-1022	MERGE	txn2	1	1	"4"	"4"
virtual-1020	SELECT	txn1	250
virtual-1018	SELECT	txn2	252
virtual-1023	MERGE	txn2	251	251	"2"	"2"
virtual-1024	SELECT	txn1	250
virtual-1020	SELECT	txn2	252
virtual-1026	MERGE	txn2	251	251	"4"	"4"
virtual-1023	MERGE	txn2	252	252	"3"	"3"
virtual-1027	MERGE	txn2	252	252	"8"	"8"
virtual-1029	MERGE	txn2	251	251	"5"	"5"
virtual-1025	MERGE	txn2	251	251	"3"	"3"
virtual-1024	MERGE	txn2	252	252	"4"	"4"
virtual-1027	SELECT	txn2	252
virtual-1029	SELECT	txn2	235
virtual-1028	MERGE	txn1	250	250	"4"	"4"
virtual-1030	SELECT	txn2	235
virtual-1029	SELECT	txn0	253
virtual-1031	SELECT	txn1	250
virtual-1027	SELECT	txn2	251
virtual-1027	MERGE	txn0	253	253	"1"	"1"
virtual-1028	MERGE	txn0	253	253	"2"	"2"
virtual-1030	MERGE	txn2	251	251	"6"	"6"
virtual-1031	SELECT	txn0	253
virtual-1033	SELECT	txn0	253
virtual-1033	SELECT	txn0	253
virtual-1032	MERGE	txn0	253	253	"4"	"4"
virtual-1031	MERGE	txn0	253	253	"3"	"3"
virtual-1035	SELECT	txn1	250
virtual-1036	MERGE	txn0	253	253	"6"	"6"
virtual-1034	MERGE	txn0	253	253	"5"	"5"
virtual-1037	SELECT	txn0	253
virtual-1037	SELECT	txn0	253
virtual-1033	SELECT	txn1	250
virtual-1037	MERGE	txn1	250	250	"5"	"5"
virtual-1036	SELECT	txn1	250
virtual-1038	MERGE	txn0	253	253	"7"	"7"
virtual-1039	SELECT	txn0	253
virtual-1039	SELECT	txn2	235
virtual-1033	MERGE	txn2	185	185	"4"	"4"
virtual-1036	SELECT	txn0	253
virtual-1043	SELECT	txn1	250
virtual-1040	SELECT	txn2	235
virtual-1036	SELECT	txn0	253
virtual-1041	SELECT	txn0	253
virtual-1042	SELECT	txn2	255
virtual-1044	MERGE	txn1	250	250	"6"	"6"
virtual-1042	SELECT	txn1	250
virtual-1044	SELECT	txn2	251
virtual-1043	MERGE	txn2	251	251	"8"	"8"
virtual-1045	SELECT	txn1	250
virtual-1040	SELECT	txn0	253
virtual-1041	MERGE	txn0	253	253	"8"	"8"
virtual-1042	SELECT	txn2	251
virtual-1042	SELECT	txn2	255
virtual-1047	SELECT	txn2	255
virtual-1046	MERGE	txn2	235	235	"7"	"7"
virtual-1048	SELECT	txn2	255
virtual-1049	SELECT	txn2	255
virtual-1047	SELECT	txn2	255
virtual-1046	MERGE	txn2	255	255	"2"	"2"
virtual-1041	MERGE	txn2	255	255	"1"	"1"
virtual-1049	MERGE	txn2	255	255	"3"	"3"
virtual-1051	SELECT	txn2	235
virtual-1046	MERGE	txn1	250	250	"7"	"7"
virtual-1051	SELECT	txn2	257
virtual-1041	MERGE	txn2	251	251	"7"	"7"
virtual-1050	MERGE	txn1	250	250	"8"	"8"
virtual-1050	SELECT	txn1	250
virtual-1051	SELECT	txn2	255
virtual-1054	SELECT	txn2	257
virtual-1053	SELECT	txn2	255
virtual-1052	MERGE	txn2	257	257	"1"	"1"
virtual-1054	MERGE	txn2	257	257	"2"	"2"
virtual-1050	MERGE	txn0	256	256	"1"	"1"
virtual-1055	MERGE	txn2	255	255	"7"	"7"
virtual-1055	SELECT	txn2	247
virtual-1052	SELECT	txn0	256
virtual-1050	SELECT	txn2	235
virtual-1053	MERGE	txn2	255	255	"5"	"5"
virtual-1054	MERGE	txn2	255	255	"6"	"6"
virtual-1052	SELECT	txn2	255
virtual-1057	SELECT	txn2	247
virtual-1059	SELECT	txn2	255
virtual-1058	MERGE	txn2	257	257	"3"	"3"
virtual-1056	MERGE	txn2	255	255	"8"	"8"
virtual-1061	MERGE	txn0	256	256	"3"	"3"
virtual-1058	SELECT	txn1	254
virtual-1052	MERGE	txn2	255	255	"4"	"4"
virtual-1059	SELECT	txn2	247
virtual-1060	MERGE	txn2	258	258	"1"	"1"
virtual-1060	MERGE	txn2	257	257	"4"	"4"
virtual-1062	MERGE	txn0	256	256	"4"	"4"
virtual-1061	SELECT	txn2	258
virtual-1059	SELECT	txn0	256
virtual-1063	MERGE	txn2	258	258	"2"	"2"
virtual-1066	SELECT	txn2	258
virtual-1064	MERGE	txn2	258	258	"3"	"3"
virtual-1063	SELECT	txn2	258
virtual-1066	SELECT	txn2	258
virtual-1065	SELECT	txn2	257
virtual-1065	SELECT	txn2	257
virtual-1065	MERGE	txn2	257	257	"7"	"7"
virtual-1061	SELECT	txn2	247
virtual-1065	SELECT	txn2	185
virtual-1066	MERGE	txn2	258	258	"6"	"6"
virtual-1063	MERGE	txn2	257	257	"5"	"5"
virtual-1067	MERGE	txn2	258	258	"7"	"7"
virtual-1061	SELECT	txn0	256
virtual-1071	SELECT	txn2	235
virtual-1069	SELECT	txn2	258
virtual-1068	SELECT	txn2	258
virtual-1070	SELECT	txn2	258
virtual-1071	SELECT	txn1	259
virtual-1071	SELECT	txn1	259
virtual-1072	MERGE	txn1	259	259	"1"	"1"
virtual-1069	SELECT	txn2	235
virtual-1073	MERGE	txn2	258	258	"8"	"8"
virtual-1070	MERGE	txn2	257	257	"8"	"8"
virtual-1068	SELECT	txn2	235
virtual-1075	SELECT	txn2	258
virtual-1074	SELECT	txn2	258
virtual-1073	SELECT	txn2	247
virtual-1070	SELECT	txn2	257
virtual-1078	SELECT	txn2	260
virtual-1078	SELECT	txn2	247
virtual-1076	SELECT	txn2	260
virtual-1077	MERGE	txn2	260	260	"1"	"1"
virtual-1075	SELECT	txn2	258
virtual-1077	SELECT	txn2	260
virtual-1079	MERGE	txn2	260	260	"2"	"2"
virtual-1080	MERGE	txn2	260	260	"3"	"3"
virtual-1080	SELECT	txn2	260
virtual-1076	MERGE	txn1	259	259	"2"	"2"
virtual-1081	SELECT	txn1	259
virtual-1077	SELECT	txn2	260
virtual-1082	SELECT	txn0	256
virtual-1076	MERGE	txn1	259	259	"3"	"3"
virtual-1081	MERGE	txn2	247	247	"1"	"1"
virtual-1083	SELECT	txn2	235
virtual-1086	MERGE	txn2	260	260	"4"	"4"
virtual-1077	SELECT	txn1	259
virtual-1082	SELECT	txn2	260
virtual-1085	SELECT	txn0	256
virtual-1087	MERGE	txn2	260	260	"5"	"5"
virtual-1084	SELECT	txn1	259
virtual-1089	SELECT	txn2	260
virtual-1088	MERGE	txn2	260	260	"6"	"6"
virtual-1089	MERGE	txn1	259	259	"6"	"6"
virtual-1085	MERGE	txn1	259	259	"4"	"4"
virtual-1091	MERGE	txn0	256	256	"5"	"5"
virtual-1092	SELECT	txn0	256
virtual-1084	SELECT	txn2	260
virtual-1093	MERGE	txn1	254	254	"1"	"1"
virtual-1088	SELECT	txn2	260
virtual-1090	SELECT	txn2	260
virtual-1091	SELECT	txn2	235
virtual-1090	SELECT	txn1	259
virtual-1090	SELECT	txn2	260
virtual-1093	MERGE	txn1	259	259	"7"	"7"
virtual-1084	SELECT	txn2	260
virtual-1088	MERGE	txn2	260	260	"7"	"7"
virtual-1091	SELECT	txn1	259
virtual-1090	SELECT	txn2	260
virtual-1084	SELECT	txn0	256
virtual-1091	MERGE	txn2	235	235	"8"	"8"
virtual-1093	MERGE	txn2	261	261	"1"	"1"
virtual-1095	SELECT	txn2	261
virtual-1088	MERGE	txn2	260	260	"8"	"8"
virtual-1097	SELECT	txn1	259
virtual-1097	SELECT	txn1	259
virtual-1096	MERGE	txn0	256	256	"6"	"6"
virtual-1097	MERGE	txn2	261	261	"3"	"3"
virtual-1094	SELECT	txn2	247
virtual-1093	MERGE	txn2	247	247	"2"	"2"
virtual-1098	SELECT	txn2	261
virtual-1094	SELECT	txn2	261
virtual-1096	MERGE	txn2	261	261	"2"	"2"
virtual-1098	MERGE	txn0	256	256	"7"	"7"
virtual-1100	SELECT	txn2	261
virtual-1100	MERGE	txn2	261	261	"4"	"4"
virtual-1097	MERGE	txn1	259	259	"8"	"8"
virtual-1100	SELECT	txn2	235
virtual-1099	SELECT	txn0	256
virtual-1102	MERGE	txn2	261	261	"6"	"6"
virtual-1101	MERGE	txn2	261	261	"5"	"5"
virtual-1105	SELECT	txn2	185
virtual-1102	MERGE	txn2	247	247	"3"	"3"
virtual-1106	SELECT	txn2	264
virtual-1102	MERGE	txn1	262	262	"1"	"1"
virtual-1103	MERGE	txn2	261	261	"7"	"7"
virtual-1105	MERGE	txn2	261	261	"8"	"8"
virtual-1104	SELECT	txn2	261
virtual-1107	SELECT	txn1	262
virtual-1107	SELECT	txn1	263
virtual-1108	SELECT	txn2	264
virtual-1107	SELECT	txn1	262
virtual-1110	MERGE	txn2	264	264	"1"	"1"
virtual-1111	SELECT	txn2	247
virtual-1111	SELECT	txn1	263
virtual-1113	MERGE	txn1	263	263	"2"	"2"
virtual-1109	MERGE	txn1	263	263	"1"	"1"
virtual-1109	SELECT	txn2	264
virtual-1112	MERGE	txn2	247	247	"5"	"5"
virtual-1109	SELECT	txn2	264
virtual-1111	MERGE	txn2	264	264	"2"	"2"
virtual-1110	SELECT	txn2	264
virtual-1113	MERGE	txn2	264	264	"3"	"3"
virtual-1109	SELECT	txn2	264
virtual-1116	MERGE	txn1	254	254	"2"	"2"
virtual-1114	SELECT	txn2	264
virtual-1117	MERGE	txn1	262	262	"4"	"4"
virtual-1118	SELECT	txn0	256
virtual-1115	MERGE	txn1	262	262	"2"	"2"
virtual-1116	MERGE	txn2	264	264	"5"	"5"
virtual-1116	MERGE	txn2	264	264	"6"	"6"
virtual-1119	SELECT	txn2	264
virtual-1114	MERGE	txn1	263	263	"3"	"3"
virtual-1115	MERGE	txn2	264	264	"4"	"4"
virtual-1118	MERGE	txn0	256	256	"8"	"8"
virtual-1122	SELECT	txn2	264
virtual-1114	SELECT	txn0	256
virtual-1118	MERGE	txn2	264	264	"7"	"7"
virtual-1120	MERGE	txn2	264	264	"8"	"8"
virtual-1121	SELECT	txn2	264
virtual-1122	MERGE	txn1	262	262	"7"	"7"
virtual-1124	SELECT	txn1	262
virtual-1120	SELECT	txn2	264
virtual-1124	SELECT	txn2	264
virtual-1123	SELECT	txn2	264
virtual-1126	SELECT	txn2	264
virtual-1121	SELECT	txn2	264
virtual-1121	MERGE	txn1	262	262	"5"	"5"
virtual-1125	MERGE	txn1	262	262	"8"	"8"
virtual-1124	SELECT	txn2	247
virtual-1126	SELECT	txn2	264
virtual-1123	MERGE	txn1	254	254	"3"	"3"
virtual-1127	SELECT	txn0	266
virtual-1127	SELECT	txn0	266
virtual-1126	SELECT	txn0	266
virtual-1126	SELECT	txn2	267
virtual-1125	SELECT	txn2	264
virtual-1124	SELECT	txn1	262
virtual-1123	SELECT	txn0	256
virtual-1128	MERGE	txn2	267	267	"1"	"1"
virtual-1130	SELECT	txn0	266
virtual-1129	MERGE	txn0	265	265	"1"	"1"
virtual-1123	SELECT	txn1	262
virtual-1130	SELECT	txn0	266
virtual-1131	MERGE	txn0	265	265	"3"	"3"
virtual-1132	MERGE	txn2	267	267	"3"	"3"
virtual-1129	SELECT	txn0	265
virtual-1130	SELECT	txn0	266
virtual-1131	SELECT	txn0	266
virtual-1132	MERGE	txn0	266	266	"1"	"1"
virtual-1133	SELECT	txn0	265
virtual-1129	MERGE	txn2	267	267	"2"	"2"
virtual-1132	MERGE	txn0	266	266	"2"	"2"
virtual-1136	SELECT	txn0	266
virtual-1134	SELECT	txn0	265
virtual-1135	SELECT	txn0	266
virtual-1133	SELECT	txn0	265
virtual-1133	MERGE	txn2	267	267	"4"	"4"
virtual-1134	SELECT	txn2	267
virtual-1137	MERGE	txn2	267	267	"6"	"6"
virtual-1135	MERGE	txn0	266	266	"4"	"4"
virtual-1136	MERGE	txn0	266	266	"5"	"5"
virtual-1138	SELECT	txn2	267
virtual-1137	SELECT	txn2	267
virtual-1134	MERGE	txn0	266	266	"3"	"3"
virtual-1138	SELECT	txn0	265
virtual-1139	SELECT	txn0	266
virtual-1139	SELECT	txn0	266
virtual-1140	MERGE	txn0	266	266	"6"	"6"
virtual-1135	MERGE	txn2	267	267	"5"	"5"
virtual-1137	SELECT	txn0	265
virtual-1138	MERGE	txn0	265	265	"4"	"4"
virtual-1142	MERGE	txn2	267	267	"7"	"7"
virtual-1141	SELECT	txn2	267
virtual-1143	SELECT	txn2	267
virtual-1144	SELECT	txn2	267
virtual-1145	SELECT	txn0	266
virtual-1144	SELECT	txn0	265
virtual-1147	MERGE	txn0	266	266	"7"	"7"
virtual-1141	SELECT	txn0	266
virtual-1149	SELECT	txn0	266
virtual-1148	SELECT	txn2	267
virtual-1146	SELECT	txn2	267
virtual-1147	SELECT	txn2	267
virtual-1151	MERGE	txn0	268	268	"1"	"1"
virtual-1146	SELECT	txn1	263
virtual-1145	SELECT	txn1	254
virtual-1151	MERGE	txn0	265	265	"6"	"6"
virtual-1150	SELECT	txn2	267
virtual-1147	MERGE	txn0	266	266	"8"	"8"
virtual-1150	MERGE	txn2	267	267	"8"	"8"
virtual-1146	MERGE	txn0	265	265	"5"	"5"
virtual-1145	SELECT	txn0	265
virtual-1150	SELECT	txn0	268
virtual-1155	SELECT	txn0	268
virtual-1153	MERGE	txn0	268	268	"2"	"2"
virtual-1152	MERGE	txn0	265	265	"7"	"7"
virtual-1154	SELECT	txn2	267
virtual-1156	SELECT	txn0	269
virtual-1154	SELECT	txn0	268
virtual-1155	MERGE	txn0	268	268	"5"	"5"
virtual-1153	MERGE	txn0	268	268	"3"	"3"
virtual-1156	SELECT	txn0	269
virtual-1157	SELECT	txn0	268
virtual-1154	MERGE	txn0	268	268	"4"	"4"
virtual-1159	SELECT	txn0	268
virtual-1159	MERGE	txn0	269	269	"1"	"1"
virtual-1158	SELECT	txn0	268
virtual-1158	MERGE	txn0	268	268	"8"	"8"
virtual-1161	MERGE	txn0	269	269	"3"	"3"
virtual-1157	MERGE	txn0	268	268	"6"	"6"
virtual-1163	SELECT	txn0	269
virtual-1160	MERGE	txn0	269	269	"2"	"2"
virtual-1158	SELECT	txn0	268
virtual-1161	SELECT	txn0	268
virtual-1163	SELECT	txn0	265
virtual-1164	SELECT	txn0	268
virtual-1162	SELECT	txn0	269
virtual-1161	MERGE	txn0	265	265	"8"	"8"
virtual-1158	SELECT	txn0	268
virtual-1166	MERGE	txn1	263	263	"4"	"4"
virtual-1167	MERGE	txn0	269	269	"7"	"7"
virtual-1164	SELECT	txn2	247
virtual-1163	MERGE	txn2	185	185	"5"	"5"
virtual-1168	SELECT	txn2	270
virtual-1165	MERGE	txn0	269	269	"5"	"5"
virtual-1164	MERGE	txn0	269	269	"4"	"4"
virtual-1166	SELECT	txn2	270
virtual-1172	SELECT	txn0	269
virtual-1171	MERGE	txn2	270	270	"3"	"3"
virtual-1166	MERGE	txn0	269	269	"6"	"6"
virtual-1170	SELECT	txn2	270
virtual-1169	MERGE	txn0	269	269	"8"	"8"
virtual-1172	MERGE	txn2	270	270	"5"	"5"
virtual-1173	SELECT	txn0	269
virtual-1171	MERGE	txn2	270	270	"4"	"4"
virtual-1172	MERGE	txn1	271	271	"2"	"2"
virtual-1170	MERGE	txn1	271	271	"1"	"1"
virtual-1174	SELECT	txn1	271
virtual-1176	MERGE	txn2	270	270	"6"	"6"
virtual-1169	MERGE	txn2	247	247	"7"	"7"
virtual-1176	MERGE	txn2	270	270	"7"	"7"
virtual-1172	MERGE	txn1	263	263	"5"	"5"
virtual-1170	MERGE	txn2	270	270	"2"	"2"
virtual-1169	SELECT	txn2	247
virtual-1177	SELECT	txn2	270
virtual-1169	SELECT	txn2	270
virtual-1175	SELECT	txn0	269
virtual-1181	MERGE	txn1	272	272	"1"	"1"
virtual-1179	SELECT	txn2	270
virtual-1180	SELECT	txn2	270
virtual-1177	SELECT	txn1	220
virtual-1183	MERGE	txn1	272	272	"4"	"4"
virtual-1178	MERGE	txn2	270	270	"8"	"8"
virtual-1178	MERGE	txn1	254	254	"4"	"4"
virtual-1185	SELECT	txn0	269
virtual-1179	SELECT	txn0	269
virtual-1182	MERGE	txn1	272	272	"2"	"2"
virtual-1184	SELECT	txn1	272
virtual-1187	SELECT	txn1	272
virtual-1178	SELECT	txn2	270
virtual-1184	SELECT	txn1	272
virtual-1186	SELECT	txn1	272
virtual-1178	SELECT	txn1	271
virtual-1188	MERGE	txn1	254	254	"5"	"5"
virtual-1182	MERGE	txn1	272	272	"3"	"3"
virtual-1189	MERGE	txn1	272	272	"6"	"6"
virtual-1184	MERGE	txn1	272	272	"5"	"5"
virtual-1190	SELECT	txn1	271
virtual-1188	SELECT	txn2	185
virtual-1188	SELECT	txn1	272
virtual-1189	SELECT	txn1	272
virtual-1192	MERGE	txn1	272	272	"8"	"8"
virtual-1191	MERGE	txn1	271	271	"3"	"3"
virtual-1190	SELECT	txn1	254
virtual-1190	SELECT	txn1	271
virtual-1190	SELECT	txn1	272
virtual-1188	SELECT	txn0	269
virtual-1191	MERGE	txn1	220	220	"3"	"3"
virtual-1194	SELECT	txn1	263
virtual-1195	SELECT	txn2	273
virtual-1189	SELECT	txn1	272
virtual-1193	SELECT	txn2	273
virtual-1189	MERGE	txn1	272	272	"7"	"7"
virtual-1191	MERGE	txn2	273	273	"1"	"1"
virtual-1193	SELECT	txn2	273
virtual-1197	SELECT	txn1	263
virtual-1195	SELECT	txn1	274
virtual-1196	SELECT	txn2	185
virtual-1191	SELECT	txn1	272
virtual-1196	SELECT	txn1	274
virtual-1198	MERGE	txn2	247	247	"8"	"8"
virtual-1195	MERGE	txn1	274	274	"1"	"1"
virtual-1196	SELECT	txn2	273
virtual-1199	SELECT	txn1	271
virtual-1198	SELECT	txn1	274
virtual-1200	SELECT	txn1	263
virtual-1202	MERGE	txn1	274	274	"3"	"3"
virtual-1199	MERGE	txn2	275	275	"1"	"1"
virtual-1201	SELECT	txn2	273
virtual-1198	MERGE	txn1	274	274	"2"	"2"
virtual-1200	MERGE	txn2	273	273	"3"	"3"
virtual-1202	MERGE	txn1	274	274	"4"	"4"
virtual-1203	SELECT	txn1	274
virtual-1201	SELECT	txn1	274
virtual-1204	MERGE	txn2	273	273	"4"	"4"
virtual-1201	SELECT	txn1	274
virtual-1205	SELECT	txn1	274
virtual-1203	MERGE	txn1	274	274	"5"	"5"
virtual-1200	SELECT	txn1	274
virtual-1202	SELECT	txn2	273
virtual-1201	SELECT	txn1	271
virtual-1205	MERGE	txn1	271	271	"4"	"4"
virtual-1207	SELECT	txn1	271
virtual-1200	SELECT	txn1	274
virtual-1202	SELECT	txn2	275
virtual-1207	MERGE	txn2	273	273	"6"	"6"
virtual-1206	SELECT	txn1	274
virtual-1210	MERGE	txn1	276	276	"1"	"1"
virtual-1208	SELECT	txn1	274
virtual-1206	MERGE	txn1	271	271	"5"	"5"
virtual-1205	MERGE	txn1	274	274	"6"	"6"
virtual-1212	SELECT	txn2	273
virtual-1209	SELECT	txn1	263
virtual-1208	MERGE	txn2	273	273	"7"	"7"
virtual-1212	SELECT	txn2	273
virtual-1210	MERGE	txn1	276	276	"2"	"2"
virtual-1211	SELECT	txn1	263
virtual-1210	SELECT	txn2	273
virtual-1210	SELECT	txn1	276
virtual-1212	MERGE	txn1	276	276	"3"	"3"
virtual-1208	MERGE	txn1	274	274	"7"	"7"
virtual-1209	MERGE	txn2	273	273	"8"	"8"
virtual-1211	MERGE	txn1	271	271	"6"	"6"
virtual-1208	MERGE	txn1	274	274	"8"	"8"
virtual-1215	SELECT	txn1	276
virtual-1213	SELECT	txn2	273
virtual-1211	SELECT	txn1	276
virtual-1214	SELECT	txn1	263
virtual-1216	SELECT	txn1	276
virtual-1216	SELECT	txn1	271
virtual-1216	SELECT	txn1	276
virtual-1216	SELECT	txn1	276
virtual-1213	SELECT	txn1	276
virtual-1218	MERGE	txn1	276	276	"7"	"7"
virtual-1217	SELECT	txn1	263
virtual-1219	MERGE	txn1	277	277	"1"	"1"
virtual-1221	SELECT	txn2	275
virtual-1214	MERGE	txn1	276	276	"4"	"4"
virtual-1220	MERGE	txn1	277	277	"3"	"3"
virtual-1221	SELECT	txn2	278
virtual-1220	MERGE	txn1	277	277	"4"	"4"
virtual-1221	SELECT	txn1	277
virtual-1217	MERGE	txn1	271	271	"7"	"7"
virtual-1222	MERGE	txn1	271	271	"8"	"8"
virtual-1219	MERGE	txn1	276	276	"8"	"8"
virtual-1220	SELECT	txn2	278
virtual-1223	SELECT	txn2	278
virtual-1224	MERGE	txn1	220	220	"4"	"4"
virtual-1222	MERGE	txn2	278	278	"1"	"1"
virtual-1219	MERGE	txn1	277	277	"2"	"2"
virtual-1227	SELECT	txn1	277
virtual-1222	SELECT	txn2	278
virtual-1227	MERGE	txn2	278	278	"3"	"3"
virtual-1228	SELECT	txn2	275
virtual-1222	MERGE	txn2	278	278	"2"	"2"
virtual-1225	SELECT	txn2	278
virtual-1225	SELECT	txn1	277
virtual-1226	SELECT	txn2	278
virtual-1228	SELECT	txn2	278
virtual-1226	MERGE	txn1	277	277	"5"	"5"
virtual-1231	SELECT	txn2	278
virtual-1227	MERGE	txn2	278	278	"4"	"4"
virtual-1229	SELECT	txn1	277
virtual-1233	MERGE	txn0	279	279	"1"	"1"
virtual-1230	SELECT	txn2	278
virtual-1231	MERGE	txn2	278	278	"7"	"7"
virtual-1234	SELECT	txn2	278
virtual-1232	SELECT	txn1	263
virtual-1232	SELECT	txn2	278
virtual-1230	MERGE	txn2	278	278	"5"	"5"
virtual-1233	SELECT	txn2	278
virtual-1234	SELECT	txn2	278
virtual-1233	MERGE	txn1	254	254	"7"	"7"
virtual-1235	SELECT	txn1	277
virtual-1232	MERGE	txn2	278	278	"8"	"8"
virtual-1236	SELECT	txn2	278
virtual-1233	SELECT	txn2	278
virtual-1234	SELECT	txn2	278
virtual-1237	MERGE	txn0	279	279	"2"	"2"
virtual-1240	SELECT	txn1	277
virtual-1239	SELECT	txn0	280
virtual-1238	SELECT	txn0	280
virtual-1234	SELECT	txn2	278
virtual-1237	SELECT	txn2	278
virtual-1239	SELECT	txn1	263
virtual-1240	MERGE	txn1	277	277	"7"	"7"
virtual-1241	MERGE	txn0	279	279	"3"	"3"
virtual-1237	MERGE	txn0	280	280	"1"	"1"
virtual-1242	MERGE	txn0	279	279	"4"	"4"
virtual-1239	SELECT	txn0	280
virtual-1240	MERGE	txn0	280	280	"2"	"2"
virtual-1244	SELECT	txn0	279
virtual-1237	MERGE	txn1	277	277	"6"	"6"
virtual-1245	SELECT	txn0	280
virtual-1243	MERGE	txn1	277	277	"8"	"8"
virtual-1243	MERGE	txn0	280	280	"6"	"6"
virtual-1239	SELECT	txn1	254
virtual-1243	SELECT	txn0	280
virtual-1245	MERGE	txn0	280	280	"8"	"8"
virtual-1244	SELECT	txn1	277
virtual-1247	MERGE	txn2	281	281	"3"	"3"
virtual-1248	MERGE	txn2	281	281	"4"	"4"
virtual-1244	MERGE	txn0	280	280	"7"	"7"
virtual-1246	MERGE	txn2	281	281	"1"	"1"
virtual-1249	SELECT	txn1	263
virtual-1249	MERGE	txn0	282	282	"2"	"2"
virtual-1246	SELECT	txn2	281
virtual-1249	SELECT	txn2	281
virtual-1250	MERGE	txn0	282	282	"3"	"3"
virtual-1247	MERGE	txn1	254	254	"8"	"8"
virtual-1248	SELECT	txn0	282
virtual-1246	MERGE	txn2	281	281	"2"	"2"
virtual-1251	SELECT	txn0	279
virtual-1246	SELECT	txn0	279
virtual-1252	MERGE	txn0	279	279	"5"	"5"
virtual-1247	SELECT	txn0	279
virtual-1252	MERGE	txn2	281	281	"5"	"5"
virtual-1255	MERGE	txn2	281	281	"8"	"8"
virtual-1253	MERGE	txn0	282	282	"4"	"4"
virtual-1256	SELECT	txn0	282
virtual-1256	MERGE	txn0	279	279	"6"	"6"
virtual-1254	MERGE	txn0	282	282	"6"	"6"
virtual-1255	MERGE	txn1	263	263	"7"	"7"
virtual-1253	MERGE	txn0	282	282	"5"	"5"
virtual-1247	MERGE	txn0	282	282	"1"	"1"
virtual-1257	MERGE	txn1	263	263	"8"	"8"
virtual-1259	SELECT	txn0	283
virtual-1260	SELECT	txn0	283
virtual-1256	SELECT	txn0	283
virtual-1253	SELECT	txn0	279
virtual-1258	SELECT	txn0	283
virtual-1257	SELECT	txn0	283
virtual-1261	MERGE	txn0	283	283	"1"	"1"
virtual-1253	MERGE	txn2	281	281	"6"	"6"
virtual-1262	SELECT	txn0	279
virtual-1264	SELECT	txn0	283
virtual-1265	SELECT	txn0	282
virtual-1261	MERGE	txn0	283	283	"2"	"2"
virtual-1267	MERGE	txn0	283	283	"7"	"7"
virtual-1263	SELECT	txn0	282
virtual-1266	SELECT	txn0	282
virtual-1266	MERGE	txn0	283	283	"6"	"6"
virtual-1264	SELECT	txn0	282
virtual-1264	MERGE	txn0	279	279	"7"	"7"
virtual-1261	MERGE	txn0	283	283	"3"	"3"
virtual-1263	MERGE	txn0	283	283	"4"	"4"
virtual-1266	MERGE	txn2	185	185	"6"	"6"
virtual-1261	SELECT	txn0	283
virtual-1267	SELECT	txn0	283
virtual-1263	MERGE	txn0	283	283	"5"	"5"
virtual-1270	SELECT	txn0	286
virtual-1268	MERGE	txn0	283	283	"8"	"8"
virtual-1269	MERGE	txn0	286	286	"1"	"1"
virtual-1267	SELECT	txn0	279
virtual-1270	MERGE	txn0	286	286	"3"	"3"
virtual-1268	SELECT	txn0	279
virtual-1271	MERGE	txn0	279	279	"8"	"8"
virtual-1263	SELECT	txn0	283
virtual-1269	MERGE	txn0	286	286	"2"	"2"
virtual-1273	SELECT	txn0	282
virtual-1268	SELECT	txn0	283
virtual-1272	MERGE	txn0	286	286	"5"	"5"
virtual-1271	MERGE	txn0	286	286	"4"	"4"
virtual-1275	MERGE	txn0	286	286	"7"	"7"
