connection	op	table	params
virtual-2762	MERGE	txn0	510	510	"6"	"6"
virtual-2764	SELECT	txn2	508
virtual-2754	SELECT	txn2	508
virtual-2762	SELECT	txn1	504
virtual-2763	MERGE	txn2	508	508	"6"	"6"
virtual-2761	SELECT	txn1	504
virtual-2762	SELECT	txn2	508
virtual-2766	MERGE	txn1	504	504	"6"	"6"
virtual-2761	MERGE	txn0	510	510	"5"	"5"
virtual-2764	SELECT	txn0	510
virtual-2765	MERGE	txn2	508	508	"7"	"7"
virtual-2766	MERGE	txn2	508	508	"8"	"8"
virtual-2767	MERGE	txn0	510	510	"8"	"8"
virtual-2764	SELECT	txn2	508
virtual-2768	SELECT	txn0	478
virtual-2769	SELECT	txn0	510
virtual-2770	MERGE	txn1	504	504	"7"	"7"
virtual-2769	SELECT	txn0	510
virtual-2765	SELECT	txn0	510
virtual-2772	MERGE	txn1	504	504	"8"	"8"
virtual-2767	SELECT	txn1	504
virtual-2773	SELECT	txn0	513
virtual-2774	SELECT	txn0	513
virtual-2772	SELECT	txn2	512
virtual-2771	SELECT	txn0	509
virtual-2775	MERGE	txn2	512	512	"1"	"1"
virtual-2765	MERGE	txn0	510	510	"7"	"7"
virtual-2778	SELECT	txn0	513
virtual-2776	SELECT	txn2	512
virtual-2776	SELECT	txn1	504
virtual-2779	SELECT	txn2	512
virtual-2776	MERGE	txn0	509	509	"1"	"1"
virtual-2779	SELECT	txn2	512
virtual-2775	MERGE	txn2	512	512	"2"	"2"
virtual-2777	MERGE	txn2	512	512	"3"	"3"
virtual-2778	MERGE	txn2	512	512	"4"	"4"
virtual-2780	MERGE	txn0	511	511	"1"	"1"
virtual-2783	MERGE	txn0	511	511	"2"	"2"
virtual-2779	SELECT	txn1	514
virtual-2781	SELECT	txn2	512
virtual-2785	MERGE	txn1	514	514	"1"	"1"
virtual-2780	SELECT	txn0	513
virtual-2782	SELECT	txn2	512
virtual-2782	SELECT	txn0	509
virtual-2785	MERGE	txn0	513	513	"2"	"2"
virtual-2786	SELECT	txn2	512
virtual-2784	MERGE	txn2	436	436	"2"	"2"
virtual-2787	MERGE	txn2	512	512	"8"	"8"
virtual-2784	MERGE	txn0	513	513	"1"	"1"
virtual-2789	SELECT	txn1	514
virtual-2784	SELECT	txn1	514
virtual-2788	SELECT	txn2	512
virtual-2782	MERGE	txn0	509	509	"2"	"2"
virtual-2782	MERGE	txn2	512	512	"5"	"5"
virtual-2786	MERGE	txn2	512	512	"6"	"6"
virtual-2789	SELECT	txn2	512
virtual-2788	SELECT	txn2	512
virtual-2790	SELECT	txn0	509
virtual-2793	SELECT	txn2	515
virtual-2793	SELECT	txn2	515
virtual-2791	SELECT	txn2	515
virtual-2790	MERGE	txn1	514	514	"2"	"2"
virtual-2791	SELECT	txn0	513
virtual-2792	MERGE	txn1	514	514	"3"	"3"
virtual-2791	SELECT	txn2	515
virtual-2789	SELECT	txn2	512
virtual-2795	SELECT	txn0	513
virtual-2791	MERGE	txn2	515	515	"1"	"1"
virtual-2793	MERGE	txn0	513	513	"3"	"3"
virtual-2796	MERGE	txn2	515	515	"4"	"4"
virtual-2797	SELECT	txn1	514
virtual-2796	SELECT	txn2	515
virtual-2794	MERGE	txn2	515	515	"3"	"3"
virtual-2798	SELECT	txn2	515
virtual-2795	SELECT	txn0	513
virtual-2793	MERGE	txn2	515	515	"2"	"2"
virtual-2800	MERGE	txn2	515	515	"7"	"7"
virtual-2799	MERGE	txn2	515	515	"5"	"5"
virtual-2801	SELECT	txn2	516
virtual-2803	MERGE	txn0	513	513	"4"	"4"
virtual-2802	SELECT	txn1	514
virtual-2802	SELECT	txn2	516
virtual-2805	MERGE	txn2	516	516	"2"	"2"
virtual-2804	MERGE	txn0	513	513	"5"	"5"
virtual-2800	MERGE	txn2	515	515	"8"	"8"
virtual-2803	SELECT	txn0	513
virtual-2806	MERGE	txn0	513	513	"7"	"7"
virtual-2807	SELECT	txn1	514
virtual-2809	SELECT	txn0	513
virtual-2800	SELECT	txn2	516
virtual-2808	SELECT	txn2	516
virtual-2807	SELECT	txn2	516
virtual-2810	SELECT	txn2	516
virtual-2808	SELECT	txn2	516
virtual-2807	MERGE	txn2	516	516	"3"	"3"
virtual-2811	MERGE	txn0	513	513	"8"	"8"
virtual-2810	MERGE	txn2	516	516	"4"	"4"
virtual-2811	MERGE	txn2	516	516	"5"	"5"
virtual-2812	MERGE	txn2	516	516	"6"	"6"
virtual-2800	SELECT	txn0	513
virtual-2807	SELECT	txn2	516
virtual-2815	SELECT	txn2	517
virtual-2813	SELECT	txn2	516
virtual-2814	MERGE	txn0	511	511	"5"	"5"
virtual-2818	SELECT	txn2	516
virtual-2817	SELECT	txn2	517
virtual-2816	SELECT	txn1	514
virtual-2815	MERGE	txn2	517	517	"1"	"1"
virtual-2821	MERGE	txn2	516	516	"8"	"8"
virtual-2819	SELECT	txn2	516
virtual-2818	MERGE	txn2	517	517	"2"	"2"
virtual-2820	SELECT	txn2	516
virtual-2823	SELECT	txn2	516
virtual-2819	SELECT	txn0	509
virtual-2823	MERGE	txn1	514	514	"5"	"5"
virtual-2823	SELECT	txn2	516
virtual-2820	SELECT	txn0	511
virtual-2822	SELECT	txn2	516
virtual-2824	SELECT	txn2	518
virtual-2819	SELECT	txn0	511
virtual-2825	SELECT	txn2	517
virtual-2824	SELECT	txn2	517
virtual-2826	SELECT	txn2	518
virtual-2820	MERGE	txn1	514	514	"4"	"4"
virtual-2819	MERGE	txn2	517	517	"4"	"4"
virtual-2825	MERGE	txn2	518	518	"1"	"1"
virtual-2826	SELECT	txn2	518
virtual-2827	SELECT	txn2	518
virtual-2827	MERGE	txn1	514	514	"6"	"6"
virtual-2825	MERGE	txn2	518	518	"2"	"2"
virtual-2826	SELECT	txn2	518
virtual-2830	MERGE	txn2	517	517	"6"	"6"
virtual-2831	SELECT	txn0	511
virtual-2828	SELECT	txn2	518
virtual-2829	SELECT	txn2	518
virtual-2831	MERGE	txn2	518	518	"5"	"5"
virtual-2830	MERGE	txn2	518	518	"4"	"4"
virtual-2827	MERGE	txn2	517	517	"5"	"5"
virtual-2829	MERGE	txn2	518	518	"3"	"3"
virtual-2833	MERGE	txn2	518	518	"7"	"7"
virtual-2831	MERGE	txn2	517	517	"7"	"7"
virtual-2834	MERGE	txn1	514	514	"7"	"7"
virtual-2832	SELECT	txn2	518
virtual-2835	MERGE	txn2	518	518	"8"	"8"
virtual-2835	SELECT	txn2	517
virtual-2834	SELECT	txn2	518
virtual-2837	SELECT	txn0	478
virtual-2832	MERGE	txn2	436	436	"3"	"3"
virtual-2835	MERGE	txn2	519	519	"1"	"1"
virtual-2838	SELECT	txn2	519
virtual-2839	MERGE	txn0	478	478	"8"	"8"
virtual-2836	SELECT	txn2	519
virtual-2836	SELECT	txn2	519
virtual-2835	MERGE	txn2	519	519	"2"	"2"
virtual-2839	SELECT	txn2	517
virtual-2839	MERGE	txn2	519	519	"4"	"4"
virtual-2832	MERGE	txn2	518	518	"6"	"6"
virtual-2840	SELECT	txn2	519
virtual-2836	MERGE	txn2	519	519	"3"	"3"
virtual-2841	MERGE	txn2	517	517	"8"	"8"
virtual-2844	SELECT	txn1	514
virtual-2846	MERGE	txn2	519	519	"5"	"5"
virtual-2845	SELECT	txn2	519
virtual-2843	SELECT	txn2	519
virtual-2842	SELECT	txn2	519
virtual-2846	SELECT	txn1	520
virtual-2847	MERGE	txn0	511	511	"6"	"6"
virtual-2848	MERGE	txn0	511	511	"7"	"7"
virtual-2847	SELECT	txn1	520
virtual-2845	SELECT	txn2	519
virtual-2846	MERGE	txn2	519	519	"6"	"6"
virtual-2849	SELECT	txn2	519
virtual-2842	SELECT	txn1	520
virtual-2842	SELECT	txn2	519
virtual-2842	SELECT	txn2	519
virtual-2852	SELECT	txn1	522
virtual-2845	MERGE	txn1	514	514	"8"	"8"
virtual-2852	MERGE	txn1	520	520	"2"	"2"
virtual-2850	SELECT	txn2	519
virtual-2849	SELECT	txn2	519
virtual-2851	SELECT	txn1	522
virtual-2849	MERGE	txn2	519	519	"7"	"7"
virtual-2852	MERGE	txn0	511	511	"8"	"8"
virtual-2853	MERGE	txn1	522	522	"2"	"2"
virtual-2850	MERGE	txn2	519	519	"8"	"8"
virtual-2854	SELECT	txn1	522
virtual-2856	SELECT	txn1	522
virtual-2855	MERGE	txn1	522	522	"3"	"3"
virtual-2858	SELECT	txn1	520
virtual-2858	MERGE	txn1	520	520	"3"	"3"
virtual-2856	SELECT	txn0	521
virtual-2856	SELECT	txn1	520
virtual-2859	SELECT	txn0	478
virtual-2855	SELECT	txn1	522
virtual-2857	MERGE	txn0	521	521	"1"	"1"
virtual-2856	SELECT	txn1	522
virtual-2858	MERGE	txn1	522	522	"6"	"6"
virtual-2859	SELECT	txn1	520
virtual-2855	MERGE	txn1	522	522	"4"	"4"
virtual-2857	MERGE	txn0	521	521	"2"	"2"
virtual-2862	MERGE	txn1	522	522	"7"	"7"
virtual-2861	SELECT	txn1	522
virtual-2859	SELECT	txn1	522
virtual-2860	MERGE	txn1	520	520	"4"	"4"
virtual-2862	SELECT	txn0	523
virtual-2857	MERGE	txn1	522	522	"5"	"5"
virtual-2861	MERGE	txn1	520	520	"5"	"5"
virtual-2864	MERGE	txn0	524	524	"2"	"2"
virtual-2863	MERGE	txn1	522	522	"8"	"8"
virtual-2865	SELECT	txn1	520
virtual-2862	SELECT	txn1	522
virtual-2860	SELECT	txn0	521
virtual-2864	SELECT	txn1	520
virtual-2866	SELECT	txn0	524
virtual-2867	SELECT	txn0	524
virtual-2865	SELECT	txn0	521
virtual-2865	MERGE	txn0	524	524	"3"	"3"
virtual-2867	SELECT	txn1	520
virtual-2868	SELECT	txn1	520
virtual-2866	MERGE	txn0	524	524	"4"	"4"
virtual-2865	MERGE	txn0	523	523	"2"	"2"
virtual-2864	SELECT	txn0	524
virtual-2868	SELECT	txn0	478
virtual-2868	MERGE	txn1	520	520	"6"	"6"
virtual-2867	MERGE	txn0	524	524	"5"	"5"
virtual-2866	SELECT	txn0	521
virtual-2869	MERGE	txn0	524	524	"7"	"7"
virtual-2868	MERGE	txn0	524	524	"6"	"6"
virtual-2872	SELECT	txn0	523
virtual-2871	SELECT	txn2	525
virtual-2870	MERGE	txn0	523	523	"3"	"3"
virtual-2872	MERGE	txn0	426	426	"4"	"4"
virtual-2869	SELECT	txn0	523
virtual-2875	MERGE	txn2	525	525	"2"	"2"
virtual-2873	MERGE	txn2	525	525	"1"	"1"
virtual-2875	SELECT	txn1	520
virtual-2869	MERGE	txn0	524	524	"8"	"8"
virtual-2871	SELECT	txn0	426
virtual-2874	SELECT	txn2	525
virtual-2876	SELECT	txn0	521
virtual-2873	SELECT	txn0	521
virtual-2871	SELECT	txn1	520
virtual-2874	SELECT	txn2	525
virtual-2871	SELECT	txn0	509
virtual-2875	MERGE	txn1	520	520	"7"	"7"
virtual-2874	SELECT	txn2	525
virtual-2876	SELECT	txn0	521
virtual-2878	SELECT	txn2	525
virtual-2881	MERGE	txn2	525	525	"6"	"6"
virtual-2881	SELECT	txn0	523
virtual-2877	SELECT	txn0	521
virtual-2880	SELECT	txn2	525
virtual-2875	SELECT	txn2	525
virtual-2877	SELECT	txn1	520
virtual-2879	MERGE	txn2	525	525	"3"	"3"
virtual-2882	MERGE	txn2	525	525	"7"	"7"
virtual-2881	MERGE	txn0	509	509	"3"	"3"
virtual-2880	SELECT	txn2	525
virtual-2884	MERGE	txn1	526	526	"3"	"3"
virtual-2885	SELECT	txn2	525
virtual-2877	MERGE	txn1	520	520	"8"	"8"
virtual-2883	SELECT	txn2	525
virtual-2884	MERGE	txn2	525	525	"8"	"8"
virtual-2886	SELECT	txn2	525
virtual-2885	SELECT	txn1	526
virtual-2884	MERGE	txn1	526	526	"4"	"4"
virtual-2887	MERGE	txn2	527	527	"1"	"1"
virtual-2888	SELECT	txn1	526
virtual-2889	SELECT	txn0	521
virtual-2883	MERGE	txn1	526	526	"2"	"2"
virtual-2887	SELECT	txn1	526
virtual-2890	SELECT	txn2	527
virtual-2891	SELECT	txn1	526
virtual-2894	MERGE	txn1	526	526	"6"	"6"
virtual-2892	SELECT	txn0	523
virtual-2889	SELECT	txn1	526
virtual-2894	SELECT	txn1	526
virtual-2892	SELECT	txn2	527
virtual-2890	MERGE	txn0	523	523	"5"	"5"
virtual-2896	MERGE	txn0	521	521	"4"	"4"
virtual-2893	SELECT	txn0	509
virtual-2895	MERGE	txn1	526	526	"7"	"7"
virtual-2894	MERGE	txn0	521	521	"3"	"3"
virtual-2897	SELECT	txn2	527
virtual-2893	MERGE	txn1	526	526	"5"	"5"
virtual-2899	SELECT	txn2	527
virtual-2898	SELECT	txn1	526
virtual-2900	SELECT	txn2	527
virtual-2897	SELECT	txn1	526
virtual-2898	MERGE	txn2	527	527	"2"	"2"
virtual-2899	MERGE	txn2	527	527	"3"	"3"
virtual-2893	SELECT	txn1	526
virtual-2902	SELECT	txn2	527
virtual-2897	SELECT	txn2	527
virtual-2900	SELECT	txn2	527
virtual-2898	MERGE	txn0	521	521	"5"	"5"
virtual-2900	MERGE	txn0	521	521	"6"	"6"
virtual-2897	SELECT	txn0	523
virtual-2901	SELECT	txn0	521
virtual-2898	MERGE	txn0	523	523	"6"	"6"
virtual-2901	SELECT	txn2	527
virtual-2902	MERGE	txn1	526	526	"8"	"8"
virtual-2905	SELECT	txn2	527
virtual-2903	MERGE	txn2	527	527	"5"	"5"
virtual-2903	SELECT	txn1	526
virtual-2905	MERGE	txn2	527	527	"6"	"6"
virtual-2904	MERGE	txn0	523	523	"7"	"7"
virtual-2906	SELECT	txn0	523
virtual-2907	MERGE	txn2	527	527	"7"	"7"
virtual-2908	SELECT	txn0	523
virtual-2902	SELECT	txn1	526
virtual-2906	SELECT	txn0	478
virtual-2904	SELECT	txn2	527
virtual-2906	SELECT	txn2	527
virtual-2908	MERGE	txn0	529	529	"1"	"1"
virtual-2907	SELECT	txn1	526
virtual-2909	MERGE	txn0	529	529	"2"	"2"
virtual-2910	MERGE	txn0	529	529	"3"	"3"
virtual-2908	MERGE	txn2	528	528	"1"	"1"
virtual-2904	SELECT	txn2	527
virtual-2904	MERGE	txn2	527	527	"4"	"4"
virtual-2907	SELECT	txn2	1
virtual-2912	SELECT	txn0	529
virtual-2912	MERGE	txn0	529	529	"5"	"5"
virtual-2909	SELECT	txn0	529
virtual-2909	SELECT	txn0	529
virtual-2907	MERGE	txn2	527	527	"8"	"8"
virtual-2911	MERGE	txn0	529	529	"4"	"4"
virtual-2912	MERGE	txn0	529	529	"6"	"6"
virtual-2913	SELECT	txn0	529
virtual-2913	MERGE	txn0	521	521	"7"	"7"
virtual-2915	SELECT	txn2	528
virtual-2914	MERGE	txn0	529	529	"8"	"8"
virtual-2912	MERGE	txn1	530	530	"1"	"1"
virtual-2913	MERGE	txn2	528	528	"2"	"2"
virtual-2916	SELECT	txn2	528
virtual-2917	SELECT	txn0	531
virtual-2918	SELECT	txn2	436
virtual-2916	SELECT	txn0	531
virtual-2913	MERGE	txn0	529	529	"7"	"7"
virtual-2916	MERGE	txn0	521	521	"8"	"8"
virtual-2917	SELECT	txn0	531
virtual-2918	SELECT	txn0	531
virtual-2919	MERGE	txn1	530	530	"2"	"2"
virtual-2921	MERGE	txn0	531	531	"3"	"3"
virtual-2919	MERGE	txn0	531	531	"1"	"1"
virtual-2922	MERGE	txn0	531	531	"4"	"4"
virtual-2920	SELECT	txn2	528
virtual-2925	SELECT	txn0	531
virtual-2922	MERGE	txn0	531	531	"5"	"5"
virtual-2925	SELECT	txn0	531
virtual-2923	MERGE	txn2	528	528	"4"	"4"
virtual-2925	SELECT	txn0	531
virtual-2923	SELECT	txn0	509
virtual-2926	SELECT	txn2	528
virtual-2924	MERGE	txn2	528	528	"5"	"5"
virtual-2927	MERGE	txn0	531	531	"6"	"6"
virtual-2928	SELECT	txn0	478
virtual-2923	SELECT	txn0	509
virtual-2927	SELECT	txn0	521
virtual-2929	MERGE	txn2	528	528	"6"	"6"
virtual-2926	MERGE	txn1	530	530	"3"	"3"
virtual-2928	MERGE	txn0	531	531	"7"	"7"
virtual-2930	SELECT	txn0	532
virtual-2932	SELECT	txn1	533
virtual-2927	SELECT	txn0	509
virtual-2933	MERGE	txn1	533	533	"1"	"1"
virtual-2929	MERGE	txn0	531	531	"8"	"8"
virtual-2930	SELECT	txn0	531
virtual-2934	SELECT	txn2	528
virtual-2931	SELECT	txn1	533
virtual-2937	MERGE	txn1	533	533	"4"	"4"
virtual-2936	SELECT	txn1	530
virtual-2934	MERGE	txn1	533	533	"2"	"2"
virtual-2930	SELECT	txn0	532
virtual-2939	SELECT	txn2	528
virtual-2935	MERGE	txn1	533	533	"3"	"3"
virtual-2938	MERGE	txn0	532	532	"2"	"2"
virtual-2930	SELECT	txn2	528
virtual-2940	MERGE	txn1	530	530	"4"	"4"
virtual-2935	SELECT	txn0	532
virtual-2939	SELECT	txn1	533
virtual-2940	SELECT	txn0	532
virtual-2938	SELECT	txn1	533
virtual-2942	SELECT	txn2	528
virtual-2941	MERGE	txn2	528	528	"7"	"7"
virtual-2942	MERGE	txn1	533	533	"6"	"6"
virtual-2940	SELECT	txn2	528
virtual-2939	SELECT	txn2	528
virtual-2940	SELECT	txn1	533
virtual-2943	MERGE	txn2	528	528	"8"	"8"
virtual-2939	MERGE	txn0	509	509	"4"	"4"
virtual-2941	MERGE	txn1	533	533	"5"	"5"
virtual-2945	MERGE	txn0	534	534	"2"	"2"
virtual-2944	MERGE	txn1	533	533	"8"	"8"
virtual-2945	SELECT	txn0	534
virtual-2949	SELECT	txn0	534
virtual-2948	SELECT	txn0	532
virtual-2946	SELECT	txn0	534
virtual-2944	SELECT	txn1	533
virtual-2950	SELECT	txn0	534
virtual-2950	MERGE	txn1	535	535	"1"	"1"
virtual-2947	MERGE	txn0	534	534	"3"	"3"
virtual-2949	SELECT	txn0	534
virtual-2946	SELECT	txn0	534
virtual-2944	MERGE	txn0	534	534	"1"	"1"
virtual-2951	MERGE	txn0	534	534	"5"	"5"
virtual-2949	MERGE	txn0	534	534	"4"	"4"
virtual-2946	SELECT	txn1	535
virtual-2950	SELECT	txn0	532
virtual-2947	SELECT	txn1	530
virtual-2953	SELECT	txn1	535
virtual-2952	SELECT	txn0	534
virtual-2955	SELECT	txn0	478
virtual-2955	MERGE	txn0	534	534	"7"	"7"
virtual-2956	SELECT	txn0	534
virtual-2954	SELECT	txn1	530
virtual-2953	SELECT	txn0	532
virtual-2947	SELECT	txn0	534
virtual-2953	SELECT	txn1	530
virtual-2953	SELECT	txn0	534
virtual-2952	MERGE	txn0	534	534	"6"	"6"
virtual-2958	MERGE	txn0	509	509	"5"	"5"
virtual-2956	SELECT	txn0	534
virtual-2959	SELECT	txn0	537
virtual-2954	SELECT	txn0	534
virtual-2959	MERGE	txn2	536	536	"1"	"1"
virtual-2956	SELECT	txn0	534
virtual-2957	MERGE	txn2	1	1	"7"	"7"
virtual-2958	SELECT	txn0	537
virtual-2956	MERGE	txn0	534	534	"8"	"8"
virtual-2960	MERGE	txn0	537	537	"1"	"1"
virtual-2959	SELECT	txn0	537
virtual-2964	MERGE	txn0	537	537	"3"	"3"
virtual-2961	MERGE	txn1	535	535	"3"	"3"
virtual-2963	SELECT	txn0	537
virtual-2962	SELECT	txn1	535
virtual-2960	MERGE	txn0	537	537	"2"	"2"
virtual-2961	SELECT	txn0	537
virtual-2964	SELECT	txn0	537
virtual-2962	MERGE	txn1	530	530	"5"	"5"
virtual-2963	SELECT	txn0	537
virtual-2960	SELECT	txn0	537
virtual-2962	SELECT	txn0	537
virtual-2964	MERGE	txn1	535	535	"4"	"4"
virtual-2966	MERGE	txn0	532	532	"4"	"4"
virtual-2965	MERGE	txn0	537	537	"4"	"4"
virtual-2966	MERGE	txn0	537	537	"7"	"7"
virtual-2962	SELECT	txn0	537
virtual-2965	MERGE	txn1	535	535	"5"	"5"
virtual-2967	MERGE	txn0	509	509	"6"	"6"
virtual-2968	SELECT	txn0	537
virtual-2965	MERGE	txn0	537	537	"5"	"5"
virtual-2969	MERGE	txn0	532	532	"5"	"5"
virtual-2967	MERGE	txn1	535	535	"6"	"6"
virtual-2968	SELECT	txn0	532
virtual-2969	MERGE	txn0	537	537	"8"	"8"
virtual-2970	MERGE	txn0	532	532	"6"	"6"
virtual-2968	SELECT	txn0	537
virtual-2965	MERGE	txn0	537	537	"6"	"6"
virtual-2970	SELECT	txn0	537
virtual-2971	SELECT	txn0	532
virtual-2973	SELECT	txn1	535
virtual-2970	SELECT	txn1	530
virtual-2972	MERGE	txn2	538	538	"1"	"1"
virtual-2971	SELECT	txn1	535
virtual-2970	SELECT	txn1	535
virtual-2972	SELECT	txn2	538
virtual-2974	MERGE	txn2	538	538	"2"	"2"
virtual-2975	SELECT	txn1	535
virtual-2971	MERGE	txn0	532	532	"7"	"7"
virtual-2974	SELECT	txn2	538
virtual-2972	MERGE	txn1	535	535	"8"	"8"
virtual-2976	SELECT	txn2	538
virtual-2974	MERGE	txn2	538	538	"3"	"3"
virtual-2977	SELECT	txn0	532
virtual-2980	MERGE	txn2	538	538	"7"	"7"
virtual-2978	MERGE	txn2	538	538	"4"	"4"
virtual-2979	SELECT	txn2	538
virtual-2982	SELECT	txn2	539
virtual-2974	SELECT	txn2	538
virtual-2978	SELECT	txn2	538
virtual-2979	MERGE	txn2	538	538	"6"	"6"
virtual-2982	MERGE	txn2	539	539	"1"	"1"
virtual-2981	SELECT	txn2	538
virtual-2978	MERGE	txn2	538	538	"5"	"5"
virtual-2982	SELECT	txn1	530
virtual-2983	MERGE	txn2	539	539	"2"	"2"
virtual-2984	SELECT	txn2	539
virtual-2983	MERGE	txn2	538	538	"8"	"8"
virtual-2981	SELECT	txn1	535
virtual-2981	MERGE	txn2	540	540	"1"	"1"
virtual-2985	MERGE	txn2	539	539	"4"	"4"
virtual-2978	MERGE	txn0	532	532	"8"	"8"
virtual-2984	MERGE	txn2	539	539	"3"	"3"
virtual-2985	SELECT	txn2	541
virtual-2986	MERGE	txn2	539	539	"5"	"5"
virtual-2988	SELECT	txn1	530
virtual-2987	MERGE	txn2	541	541	"2"	"2"
virtual-2990	MERGE	txn2	541	541	"5"	"5"
virtual-2985	SELECT	txn2	540
virtual-2989	MERGE	txn2	541	541	"3"	"3"
virtual-2993	MERGE	txn0	509	509	"7"	"7"
virtual-2993	SELECT	txn2	541
virtual-2994	MERGE	txn0	542	542	"1"	"1"
virtual-2989	MERGE	txn2	536	536	"2"	"2"
virtual-2991	MERGE	txn2	540	540	"3"	"3"
virtual-2993	SELECT	txn2	540
virtual-2992	MERGE	txn2	541	541	"7"	"7"
virtual-2994	MERGE	txn2	539	539	"6"	"6"
virtual-2991	SELECT	txn1	530
virtual-2995	SELECT	txn2	540
virtual-2996	SELECT	txn2	540
virtual-2993	MERGE	txn1	530	530	"6"	"6"
virtual-2989	MERGE	txn2	541	541	"4"	"4"
virtual-2991	MERGE	txn2	541	541	"6"	"6"
virtual-2997	MERGE	txn0	542	542	"2"	"2"
virtual-2998	SELECT	txn2	539
virtual-2999	MERGE	txn0	542	542	"4"	"4"
virtual-3000	SELECT	txn2	539
virtual-2997	MERGE	txn0	542	542	"3"	"3"
virtual-3000	MERGE	txn2	540	540	"5"	"5"
virtual-2997	SELECT	txn0	542
virtual-3000	MERGE	txn2	540	540	"6"	"6"
virtual-3003	MERGE	txn0	542	542	"8"	"8"
virtual-3002	SELECT	txn0	542
virtual-3001	MERGE	txn2	539	539	"7"	"7"
virtual-3002	MERGE	txn0	542	542	"7"	"7"
virtual-3000	MERGE	txn0	542	542	"6"	"6"
virtual-3004	SELECT	txn2	540
virtual-2997	MERGE	txn1	530	530	"7"	"7"
virtual-3004	MERGE	txn2	540	540	"7"	"7"
virtual-3005	SELECT	txn0	542
virtual-3001	SELECT	txn0	542
virtual-3007	SELECT	txn1	543
virtual-3001	SELECT	txn0	542
virtual-3006	MERGE	txn2	536	536	"3"	"3"
virtual-3005	SELECT	txn2	539
virtual-3001	SELECT	txn0	542
virtual-3008	MERGE	txn1	543	543	"3"	"3"
virtual-3007	MERGE	txn1	530	530	"8"	"8"
virtual-3005	MERGE	txn1	543	543	"1"	"1"
virtual-3006	MERGE	txn1	543	543	"2"	"2"
virtual-3009	MERGE	txn1	543	543	"4"	"4"
virtual-3010	MERGE	txn1	543	543	"5"	"5"
virtual-3010	SELECT	txn2	539
virtual-3011	SELECT	txn1	543
virtual-3012	SELECT	txn1	543
virtual-3012	MERGE	txn2	540	540	"8"	"8"
virtual-3010	MERGE	txn1	543	543	"6"	"6"
virtual-3016	SELECT	txn0	544
virtual-3013	SELECT	txn0	509
virtual-3014	SELECT	txn2	539
virtual-3015	SELECT	txn2	539
virtual-3010	SELECT	txn1	543
virtual-3013	SELECT	txn1	530
virtual-3016	MERGE	txn0	544	544	"1"	"1"
virtual-3017	SELECT	txn0	545
virtual-3018	MERGE	txn0	544	544	"3"	"3"
virtual-3017	MERGE	txn0	544	544	"2"	"2"
virtual-3019	MERGE	txn0	544	544	"5"	"5"
virtual-3013	SELECT	txn0	544
virtual-3013	MERGE	txn1	543	543	"7"	"7"
virtual-3020	MERGE	txn0	544	544	"6"	"6"
virtual-3018	SELECT	txn0	546
virtual-3021	MERGE	txn0	544	544	"7"	"7"
virtual-3023	SELECT	txn0	544
virtual-3023	MERGE	txn1	547	547	"1"	"1"
virtual-3024	MERGE	txn1	547	547	"2"	"2"
virtual-3018	MERGE	txn0	544	544	"4"	"4"
virtual-3024	SELECT	txn1	547
virtual-3022	SELECT	txn1	547
virtual-3025	MERGE	txn0	544	544	"8"	"8"
virtual-3024	MERGE	txn1	547	547	"3"	"3"
virtual-3025	MERGE	txn1	547	547	"5"	"5"
virtual-3024	MERGE	txn1	547	547	"4"	"4"
virtual-3023	SELECT	txn1	547
virtual-3028	MERGE	txn0	549	549	"2"	"2"
virtual-3022	MERGE	txn0	545	545	"1"	"1"
virtual-3026	SELECT	txn0	544
virtual-3025	MERGE	txn1	547	547	"6"	"6"
virtual-3022	SELECT	txn0	546
virtual-3030	MERGE	txn0	426	426	"5"	"5"
virtual-3029	MERGE	txn2	548	548	"3"	"3"
virtual-3029	SELECT	txn2	548
virtual-3027	MERGE	txn1	547	547	"8"	"8"
virtual-3022	SELECT	txn1	547
virtual-3026	MERGE	txn1	547	547	"7"	"7"
virtual-3031	SELECT	txn0	549
virtual-3032	MERGE	txn0	549	549	"3"	"3"
virtual-3032	SELECT	txn0	549
virtual-3027	MERGE	txn0	549	549	"1"	"1"
virtual-3033	MERGE	txn0	546	546	"2"	"2"
virtual-3034	MERGE	txn0	549	549	"5"	"5"
virtual-3031	SELECT	txn2	548
virtual-3037	MERGE	txn2	548	548	"7"	"7"
virtual-3036	MERGE	txn0	549	549	"6"	"6"
virtual-3032	MERGE	txn0	549	549	"4"	"4"
virtual-3038	MERGE	txn0	550	550	"1"	"1"
virtual-3039	MERGE	txn0	550	550	"2"	"2"
virtual-3035	MERGE	txn2	548	548	"6"	"6"
virtual-3033	MERGE	txn2	548	548	"4"	"4"
virtual-3038	MERGE	txn2	548	548	"8"	"8"
virtual-3039	SELECT	txn0	550
virtual-3037	MERGE	txn0	549	549	"7"	"7"
virtual-3042	SELECT	txn0	550
virtual-3039	SELECT	txn1	551
virtual-3040	MERGE	txn0	550	550	"3"	"3"
virtual-3043	SELECT	txn1	551
virtual-3042	SELECT	txn0	550
virtual-3041	SELECT	txn0	546
virtual-3039	SELECT	txn0	550
virtual-3040	SELECT	txn0	550
virtual-3042	SELECT	txn0	550
virtual-3040	MERGE	txn0	550	550	"4"	"4"
virtual-3043	MERGE	txn0	550	550	"7"	"7"
virtual-3040	MERGE	txn0	550	550	"5"	"5"
